 time            time            v(clk)          v(d)            v(n)            v(q)           
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.00000000e-14  1.00000000e-14  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.00000000e-14  2.00000000e-14  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 4.00000000e-14  4.00000000e-14  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 8.00000000e-14  8.00000000e-14  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.60000000e-13  1.60000000e-13  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 3.20000000e-13  3.20000000e-13  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 6.40000000e-13  6.40000000e-13  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.28000000e-12  1.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.28000000e-12  2.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 3.28000000e-12  3.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 4.28000000e-12  4.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 5.28000000e-12  5.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 6.28000000e-12  6.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 7.28000000e-12  7.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 8.28000000e-12  8.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 9.28000000e-12  9.28000000e-12  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.02800000e-11  1.02800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.12800000e-11  1.12800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.22800000e-11  1.22800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.32800000e-11  1.32800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.42800000e-11  1.42800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.52800000e-11  1.52800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.62800000e-11  1.62800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.72800000e-11  1.72800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.82800000e-11  1.82800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 1.92800000e-11  1.92800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.02800000e-11  2.02800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.12800000e-11  2.12800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.22800000e-11  2.22800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.32800000e-11  2.32800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.42800000e-11  2.42800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.52800000e-11  2.52800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.62800000e-11  2.62800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.72800000e-11  2.72800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
 2.82800000e-11  2.82800000e-11  0.00000000e+00  0.00000000e+00  1.25000000e+00  1.25000000e+00 
